acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,valence,target
0.10800000000000001,0.804,0.32381434069908005,0.708,0.0636,0.0528,0.8538578835010673,0,0.0394,0.5489934216665113,0.966,1
0.0108,0.787,0.26078789380781625,0.6579999999999999,0.0152,0.13,0.8453186947240012,0,0.0324,0.36813007371465895,0.867,1
0.0107,0.24600000000000002,0.2166611874547965,0.784,5.71e-06,0.0825,0.8567551082647148,1,0.0529,0.6133246244284782,0.18899999999999997,1
0.0107,0.882,0.2710793710201956,0.743,0.0015199999999999999,0.327,0.7967368100030496,1,0.141,0.4438683866753757,0.6779999999999999,1
0.0315,0.628,0.2958622677867862,0.8240000000000001,0.5429999999999999,0.0999,0.7659042390972857,1,0.11199999999999999,0.4324379490529067,0.86,1
0.00807,0.451,0.16579757936849132,0.79,0.0,0.0394,0.8794144556267154,0,0.0461,0.4623670336848,0.674,1
0.64,0.518,0.3934765346429493,0.385,0.000536,0.0931,0.6700823421774931,0,0.0286,0.30919916954371557,0.264,1
0.0414,0.774,0.25675586823591295,0.9009999999999999,4.84e-06,0.873,0.8447392497712717,0,0.21600000000000003,0.46751073061491094,0.768,1
0.0127,0.547,0.23189811700561913,0.635,5.01e-06,0.0585,0.8395242451967062,1,0.13699999999999998,0.3838469254455538,0.496,1
0.0585,0.552,0.2706838562187369,0.878,0.892,0.0746,0.8334858188472094,1,0.0353,0.7476322664924888,0.603,1
0.00856,0.542,0.20310342560326122,0.946,5.38e-06,0.386,0.8170173833485819,1,0.0505,0.3536262480171691,0.389,1
0.019,0.695,0.23314029648436907,0.94,0.8,0.623,0.9198536139066789,1,0.127,0.3056067462909397,0.337,1
0.0488,0.633,0.21108756454933061,0.49200000000000005,0.00047000000000000004,0.0758,0.7753888380603842,1,0.0524,0.3906527013156668,0.35700000000000004,1
0.365,0.312,0.20906345938892457,0.445,0.0038,0.13,0.7897224763647452,0,0.0305,0.2922226369319774,0.308,1
0.17,0.43,0.13996975475047668,0.436,0.0,0.128,0.8624885635864592,1,0.11900000000000001,0.24606932910329388,0.22,1
0.0346,0.19,0.2171295336263447,0.9079999999999999,0.0369,0.24100000000000002,0.8666666666666666,1,0.111,0.5895539796584865,0.18100000000000002,1
0.0361,0.312,0.268381575686461,0.907,0.618,0.363,0.8089661482159194,1,0.22899999999999998,0.4223838294298779,0.122,1
0.00818,0.539,0.21127672380220214,0.5820000000000001,0.0717,0.15,0.7832570905763951,1,0.0328,0.27532775030325657,0.249,1
0.613,0.698,0.21663084105059252,0.878,1.6100000000000002e-05,0.518,0.9999999999999999,1,0.314,0.7830258001306336,0.816,1
0.00275,0.47600000000000003,0.1812267028126059,0.818,0.757,0.27899999999999997,0.7674290942360475,1,0.0318,0.6486773350751145,0.745,1
0.064,0.568,0.3100411193776964,0.9359999999999999,0.00099,0.14800000000000002,0.8152485513876181,1,0.0504,0.5960623308761781,0.792,1
0.0019199999999999998,0.5579999999999999,0.28882797129230164,0.74,8.97e-06,0.129,0.8196706312900274,1,0.0448,0.41076094056172435,0.214,1
0.0212,0.604,0.17318794033896934,0.894,0.0,0.0299,0.8568770966758157,1,0.037000000000000005,0.5665939628627417,0.893,1
0.0516,0.718,0.2106293338458504,0.9209999999999999,0.0473,0.315,0.8880451357121073,0,0.0375,0.4319247457310816,0.898,1
0.0855,0.737,0.3200645366862738,0.545,9.32e-05,0.153,0.74903934126258,0,0.36200000000000004,0.5378545768405338,0.43799999999999994,1
0.0293,0.769,0.20058062786710298,0.7120000000000001,2.12e-06,0.10300000000000001,0.8662702043305885,0,0.028999999999999998,0.42640197816553144,0.948,1
0.00731,0.5670000000000001,0.3315263735541203,0.506,0.205,0.10300000000000001,0.7427569380908813,1,0.0264,0.3996745824391155,0.354,1
