loss
0.0011417164136062752
0.0001460949329263883
8.706959974880135e-05
8.639710204239037e-05
0.00011842464425804167
9.8126086454986e-05
9.923115066046151e-05
7.932201331506405e-05
9.346753312122758e-05
8.669233503488805e-05
6.536656547084796e-05
6.051881347257648e-05
5.173920335381499e-05
0.00012590987082479466
5.42543321004757e-05
4.389623522788044e-05
4.232923408521716e-05
4.221906967940593e-05
4.217311076269367e-05
4.21280231654355e-05
